Phone Number,Account Length,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn_Prediction,Usage_Category,Churn_Probability,Recommended_Products,Top_10_Features,tenure
759-6898,447,44,454.8,69,46.54,477.4,405,45.06,407.6,404,9.54,9,4,4.45,4,0,0,0.270602372,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",45
987-6577,57,50,479.4,405,50.46,485.4,85,44.07,448.4,77,40.46,44.7,5,5.97,4,0,0,0.165707795,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",64
999-6857,458,0,486.4,64,48.65,487.4,60,45.94,446.4,444,6.58,44,4,4.97,4,0,0,0.45283661,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",23
778-9988,445,0,468,445,45.56,455.6,406,45.06,454.5,65,40.45,47,4,4.59,5,0,0,0.511327405,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",68
995-6595,474,0,457.5,440,45.58,498.4,409,46.84,494.7,454,45.47,45.5,5,5.59,4,0,0,0.4382547,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",1
777-7997,448,0,445,445,44.54,494.8,94,46.5,447.8,95,5.5,45.4,5,5.64,4,0,0,0.44033266,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",2
797-5597,447,0,454.9,79,44.95,444.5,444,48.85,445.8,448,5.44,45,4,4.05,4,0,0,0.303200412,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",26
788-8585,64,0,454.4,76,59.84,446.7,408,48.44,450.6,444,5.88,45.9,4,5.75,4,0,0,0.312539667,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",55
996-8799,454,0,475.4,75,49.77,474.9,446,44.64,454.4,94,5.9,7.5,6,4.97,4,0,0,0.32649931,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",14
797-6697,88,0,444.4,407,44.47,464.4,84,44.5,459.4,99,6.46,40.4,5,4.75,4,0,0,0.328145038,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",71
778-9769,450,0,454.4,84,44.54,400.5,440,47.05,404.5,405,9.44,6,4,4.64,4,0,0,0.327907114,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",64
999-9577,89,44,97.8,98,46.65,407.4,67,47.64,444.5,446,9.65,5.9,4,4.59,0,0,0,0.109097257,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",7
988-9997,84,0,466.9,85,45.57,449.7,74,49.54,454.7,99,44.55,44,6,4.97,5,1,0,0.638896484,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",57
986-5575,458,55,455.4,459,46.58,468.5,79,44.84,486.4,74,8.59,9.7,4,4.64,5,0,0,0.313239919,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",13
997-7755,445,0,400.4,94,54.05,444.9,407,40.84,490.9,96,8.59,8.8,5,4.58,4,0,0,0.220635376,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",3
767-5556,84,0,489.4,400,49.45,455.8,97,49.87,445.5,448,40.06,44.7,4,5.45,4,0,0,0.621765442,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",72
799-5766,447,0,498.4,444,55.75,449.5,404,44.44,464.8,445,7.55,40.5,5,4.84,4,0,0,0.473231489,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",40
985-9778,60,0,480.5,67,50.65,408,68,47.68,484.4,404,8.45,44.8,6,5.46,4,0,0,0.319676441,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",14
768-9877,64,0,86.5,84,44.67,458.7,99,40.49,458.4,79,40.75,44.5,4,5.58,4,0,0,0.25273037,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",2
777-7979,455,0,495,444,50.45,445.6,404,49.04,449.4,409,40.54,44.9,4,5.48,4,0,0,0.537636044,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",66
779-9677,454,0,440.9,408,40.95,467.4,94,44.45,544.4,409,44.5,44.7,8,5.97,5,0,0,0.119792685,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",38
776-9968,65,0,407.7,409,55.54,447.5,447,48.49,445.6,444,5.65,8,5,4.46,4,0,0,0.206620128,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",1
985-5887,440,47,448.5,445,44.85,465.7,94,45.94,444.9,444,40.95,0,0,0,4,0,0,0.101820572,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",22
795-9985,444,44,444.4,444,58.45,446,406,44.44,444.4,98,40.86,8.8,4,4.58,4,0,0,0.17344225,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",1
778-5797,454,0,464.9,445,48.05,446.5,96,40.75,458.5,445,40.75,40,9,4.7,4,0,0,0.254692995,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",5
779-9989,87,0,458,97,40.46,464.5,97,45.98,484.5,454,44.74,40.6,6,4.86,4,0,0,0.38117925,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",29
776-5988,459,45,454,85,59.47,444.5,84,48.9,448,405,6.66,8.5,5,4.44,4,0,0,0.155201203,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",1
795-7699,76,0,407.5,440,48.44,458.4,455,40.45,474.8,446,44.45,40,5,4.7,4,0,0,0.510958569,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",3
778-9596,400,0,485,444,54.45,484.5,94,45.54,474.9,94,44.57,5.4,8,4.58,4,0,0,0.21266496,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",71
985-5876,99,54,444.4,74,44.5,405.4,58,47.49,454,445,40.55,7.7,4,4.08,5,0,0,0.274172058,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",9
989-7779,99,0,458.4,96,40.55,446.5,450,40.95,498.4,447,8.95,44.4,4,5.55,5,0,0,0.359872076,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",43
989-7958,48,47,444.4,409,45.99,444.7,94,49.4,474.5,444,7.84,45.4,4,5.56,4,0,0,0.284478417,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",48
765-5867,57,0,458.4,447,46.88,445.4,449,9.79,484.4,94,8.44,44.8,7,5.49,0,0,0,0.241418378,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",26
755-5578,406,50,440.4,405,57.44,444.4,409,48.89,458.4,96,7.45,45.4,8,5.54,0,0,0,0.139554772,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",9
989-5898,470,44,499.5,449,55.94,455,90,44.48,484.6,49,8.54,40.9,5,4.94,4,0,0,0.595414601,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",1
768-7956,78,0,409.5,405,48.64,486.4,90,44.54,447.6,445,44.44,4.9,9,4.54,4,0,0,0.111083915,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",46
769-8779,59,0,487.4,440,54.84,444.7,446,9.75,404.7,85,4.74,45.4,5,5.56,4,0,0,0.159563558,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",2
788-9779,447,0,407.9,448,48.54,487,77,45.9,448.5,95,9.85,0,0,0,0,0,0,0.126904593,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",1
775-7759,449,44,474.4,449,49.46,445.6,455,49.04,450,94,6.75,45.9,40,5.75,4,0,0,0.266079427,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",64
765-8886,444,0,405.8,85,54.65,87.8,440,7.46,466.4,444,7.48,44.7,4,5.46,4,0,0,0.202868199,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",12
998-9885,95,0,460,455,47.4,445.5,98,48.5,488.9,87,8.5,9.4,4,4.46,0,0,0,0.317973684,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",6
779-9979,446,0,54.4,406,8.69,408.6,457,47.75,498,94,8.94,44.5,5,5.54,4,0,0,0.255322943,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",59
799-5596,440,0,447.7,88,58.74,470,96,44.45,448.7,57,5.79,44.7,5,5.46,4,0,0,0.266888742,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",7
788-7986,74,0,405.8,77,54.65,405.4,444,47.45,454.9,409,6.97,9,4,4.45,4,0,0,0.267849619,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",72
797-9995,448,55,444.7,84,44.09,465.8,84,44.09,460.6,80,7.45,44.5,5,5.05,4,0,0,0.219242294,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",16
798-9897,85,0,78.4,70,45.48,459.5,445,40.54,444.4,444,6.5,44.5,4,5.54,4,0,0,0.219487496,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",25
765-8778,75,0,487.8,95,54.95,449.4,445,44.68,404.4,445,9.06,44,4,4.97,4,0,0,0.360158099,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",34
998-8969,444,44,447.4,94,44.64,448.5,446,49.44,466.7,408,7.5,7.4,5,4.94,4,0,0,0.221344795,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",1
997-9988,84,0,480,445,47.6,404.4,90,47.49,456.8,405,7.06,40.4,4,4.84,0,0,0,0.535072012,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",10
758-9898,75,0,455.4,78,46.04,440.8,99,47.94,455.5,400,6.94,7.8,5,4.44,4,0,0,0.392160632,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",24
777-7788,444,46,457.4,88,45.54,455.7,445,45.45,447.6,94,44.44,44.5,7,5.44,4,0,0,0.267415627,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",10
778-7977,74,0,486.4,444,54.64,498.6,440,46.88,406.5,80,9.49,45.8,5,5.75,4,0,0,0.424757039,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",69
986-8995,58,44,444.4,447,58.4,458.8,85,40.5,474.4,86,7.84,44.5,7,5.44,4,0,0,0.219433573,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",57
989-5587,406,49,85.6,454,44.44,405.9,454,47.55,449.5,75,40.55,8.4,5,4.49,4,0,0,0.111784295,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",50
798-7675,474,0,405.9,409,54.66,454,445,49.89,460.7,65,7.45,47.8,4,4.84,4,0,0,0.275468638,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",28
799-5767,45,0,444.5,87,55.94,465.7,97,44.08,465.9,74,44.97,45.5,6,5.59,4,0,0,0.278564275,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",16
798-9999,400,0,449.4,444,57.5,445.7,404,49.48,455.5,95,44.49,44,4,5.44,4,0,0,0.398012627,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",25
767-9957,94,0,490.4,94,54.57,94,407,7.84,444.8,408,40.44,45.6,47,5.67,4,0,0,0.124150083,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",3
769-5978,448,0,447.7,94,45.44,485.5,85,44.08,488.5,444,8.47,6.9,5,4.86,4,0,0,0.265664958,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",61
986-6789,484,0,449.9,450,59.08,444.4,95,44.47,464.4,440,44.84,44.4,4,5.85,4,0,0,0.410294676,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",2
795-5898,447,0,404.8,448,47.48,445.7,95,44.44,494.4,97,8.64,40,5,4.7,4,0,0,0.26603172,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",51
777-7797,89,0,478.7,84,50.58,455.7,74,49.86,454.9,440,5.94,9.4,4,4.46,4,0,0,0.281167645,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",71
795-9776,449,48,448.5,406,45.45,444.5,406,9.75,478.5,98,8.04,6.5,4,4.76,0,0,0,0.139306277,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",20
798-6788,405,49,464.4,444,47.9,449.4,96,48.64,440.5,408,9.94,44.5,9,5.54,0,0,0,0.184444705,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",6
779-7598,465,0,497.4,90,55.54,488.5,445,46.04,444.4,94,9.5,7.8,8,4.44,4,0,0,0.195050855,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",6
797-9958,54,0,444.9,454,44.45,500.5,448,45.54,494.5,406,8.66,44.6,4,5.45,4,0,0,0.338540256,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",29
778-6959,89,0,445.4,99,49.64,409.9,445,47.84,480.9,444,44.64,45.9,6,4.49,5,0,0,0.279353866,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",36
999-5677,444,0,440,404,45.8,496.4,77,46.69,440.4,455,5.4,9.7,4,4.64,4,0,0,0.465389503,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",28
988-5778,60,0,495.9,448,54.96,85,440,7.45,440.4,454,9.45,45.4,8,5.56,5,0,0,0.1627355,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",7
989-9856,64,0,544.4,405,54.59,465.5,444,44.57,480.5,74,8.44,44.5,4,5.44,4,1,0,0.858357367,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",63
765-5899,447,0,448.4,446,40.45,449.5,97,44.49,447,56,40.44,45.6,5,5.67,5,0,0,0.498267731,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",48
777-9969,459,0,469.8,444,48.87,497.7,405,46.8,495.7,84,8.74,44.6,4,5.45,4,0,0,0.437288123,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",49
768-8555,78,0,495.4,99,54.88,446.9,88,9.94,445.5,409,40.95,9.5,4,4.54,4,0,0,0.236760195,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",27
